pharmacy,author,date,rating,text,url
ЕАПТЕКА,,,,"Ситуация такая же, как многие здесь описанные. Сделала заказ в определенный временной интервал. После его окончания сама связалась со службой поддержки. Выяснилось что курьер не смоет доставить вовремя, пришлось переносить время доставки на менее удобное. Никакой компенсации в виде скидок или промокодов предоставить не могут. Всю вину возлагают на курьера.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Екатерина К.,6 декабря 2024,1,"Заказала первый заказ. На сайте не прошла оплата, но с карты сняли!!! Попросили отменить. Отменила. Заказала , снова препарат. Отпросившись с больницы приехала в аптеку, в аптеке он есть и числится , запрашивая код получения. Но кода к сожалению нет. Оператор общалась на повышенах тонах, объясняя что это аптека не приняла заказ и код автоматически высылается!!!! И выслать сама ана его не может Предложила посидеть и подождать!!!! Мне, после операции полостной!! Сколько не известно. Пришлось отменить и этот заказ. Теперь еще ждать возврат, неизвестно сколько! 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Екатерина К.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказала первый заказ. На сайте не прошла оплата, но с карты сняли!!! Попросили отменить. Отменила. Заказала , снова препарат. Отпросившись с больницы приехала в аптеку, в аптеке он есть и числится , запрашивая код получения. Но кода к сожалению нет. Оператор общалась на повышенах тонах, объясняя что это аптека не приняла заказ и код автоматически высылается!!!! И выслать сама ана его не может Предложила посидеть и подождать!!!! Мне, после операции полостной!! Сколько не известно. Пришлось отменить и этот заказ. Теперь еще ждать возврат, неизвестно сколько!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Ket Kitti,14 ноября 2025,1,"Не связывайтесь с этой конторой! Пока дождетесь когда привезут лекарства,можно помереть,мне везли с 13-17,потом перенесли,потом обещали привезти до 21:00,так и не привезли,не позвонили,отношение просто отвратительное!!!!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Елена Анисимова,4 октября 2025,1,"Был сделан заказ днём, интервал доставки 17:00-21:00. Позвонил курьер, сказал, что будет около 19 часов и .... Не приехал. Оператор в чате сказал, что теперь доставка возможна только завтра. Замечательно! Так держать! Яндекс аптека привезла через 20 минут. Больше вашим сервисом пользоваться не буду. Ещё посмотрим, когда и сколько денег вернётся. Один оператор пишет в течение 10 дней, другой - 48 часов. Абсолютно некомпетентные сотрудники, как курьеры, так и операторы.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Елена Анисимова,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Slava S,12 июля 2025,5,"Хорошее обслуживание, грамотные специалисты. Всё в наличии. Есть возможность заказа.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Яна,26 января 2024,3,"Иногда я будто прихожу к Аптека-роботу девушке, которая раскладывает по полочкам все про лекарство вплоть до срока годности, что очень было не плохо, ведь такого четкого и уверенного подхода я еще не видела, а иногда есть другие фармацевты которые обслуживают крайне сухо и без особой вовлеченности 1 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Иногда я будто прихожу к Аптека-роботу девушке, которая раскладывает по полочкам все про лекарство вплоть до срока годности, что очень было не плохо, ведь такого четкого и уверенного подхода я еще не видела, а иногда есть другие фармацевты которые обслуживают крайне сухо и без особой вовлеченности",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Romanova Kira,3 апреля 2025,2,"Выбор достаточно большой, цены в принципе нормальные, часто ниже чем в аптеках. Но сам сайт это просто пытка какая-то: очень перегруженный интерфейс, куча рекламы и ненужных предложений, которые просто мешают сделать заказ. На любые действия долгий отклик, иногда не приходят сообщения о доставке, а также коды на емеил для входа в личный кабинет. Были случаи с отменой заказа, хотя была установлена дата доставки + предоплата. Мне - не критично. Но для кого-то может стать проблемой. 3",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Romanova Kira,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Выбор достаточно большой, цены в принципе нормальные, часто ниже чем в аптеках. Но сам сайт это просто пытка какая-то: очень перегруженный интерфейс, куча рекламы и ненужных предложений, которые просто мешают сделать заказ. На любые действия долгий отклик, иногда не приходят сообщения о доставке, а также коды на емеил для входа в личный кабинет. Были случаи с отменой заказа, хотя была установлена дата доставки + предоплата. Мне - не критично. Но для кого-то может стать проблемой.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Никита,22 июля 2025,5,"Чисто, просторно . Хороший выбор - купили всё что нужно. Очень участливая и милая дама - провизор. В общем - приятные впечатления.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Артём Н.,26 июля 2023,5,"Через приложение сделал заказ, к сожалению не все лекарства были в наличии, но большая. Заказ собрали быстро,на следующий день можно было забирать.Зака отдали быстро, никакой очереди) В целом всё отлично. 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Через приложение сделал заказ, к сожалению не все лекарства были в наличии, но большая. Заказ собрали быстро,на следующий день можно было забирать.Зака отдали быстро, никакой очереди) В целом всё отлично.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Маргарита О.,21 декабря 2023,2,"Заказала через интернет быстрый самовывоз из этой аптеки. И правда, через час можно было уже забирать. Но вот в аптеке пришлось провести около получаса ( !!! ), чтобы получить свой оплаченный заказ. Девушка фармацевт еле движется, в наушниках. Cобралась большая очередь (человек 10-15). И это в районе 21 часов в среду! 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Маргарита О.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказала через интернет быстрый самовывоз из этой аптеки. И правда, через час можно было уже забирать. Но вот в аптеке пришлось провести около получаса ( !!! ), чтобы получить свой оплаченный заказ. Девушка фармацевт еле движется, в наушниках. Cобралась большая очередь (человек 10-15). И это в районе 21 часов в среду!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,"Иван, Жанна Т.",3 сентября 2024,1,Заказывали на юр.лицо лекарства. 2 недели нет обратной связи. Счет не выставлен даже при повторной отправке на эл.почту и звонка! 2,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Иван, Жанна Т.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Заказывали на юр.лицо лекарства. 2 недели нет обратной связи. Счет не выставлен даже при повторной отправке на эл.почту и звонка!,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,А Анонимный отзыв,2 января 2024,1,"Сильно болею, на карантине. Заказала лекарства за сутки, чтобы на следующий день они у меня точно были. Весь день сидела и ждала курьера, а он не приехал, а вечером пришло сообщение, что заказ не будет доставлен в этот день. Причем заказ был оплачен заранее. Ужасный сервис. В поддержке тоже никак не помогли, а просто писали «извините, заказ будет доставлен в другой день». Такое отношение не позволительно, особенно когда дело касается здоровья. 6",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Сильно болею, на карантине. Заказала лекарства за сутки, чтобы на следующий день они у меня точно были. Весь день сидела и ждала курьера, а он не приехал, а вечером пришло сообщение, что заказ не будет доставлен в этот день. Причем заказ был оплачен заранее. Ужасный сервис. В поддержке тоже никак не помогли, а просто писали «извините, заказ будет доставлен в другой день». Такое отношение не позволительно, особенно когда дело касается здоровья.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Владимир Колчанов,25 мая 2024,1,"Работают крайне непрофессионально, кривой сайт с личным кабинетом и такое же приложение. Что такое клиентоориентированность не знают и знать не желают. Никакая клиентская поддержка. Приведу лишь 4 момента: 1. При заказе через приложение и оплате онлайн невозможно использовать бонусы, полученные по акциям, связанным с кэшбеком, и статусом клиента (серебряный, золотой и т.д.). 2. Эти же бонусы невозможно получить при оплате в аптеке. Можно только сбер спасибо. 3. При оплате онлайн через личный кабинет найти кнопку, которую надо использовать для получения вышеупомянутых бонусов, это настоящий квест. 4. Оплатил заказ онлайн, но в аптеке мне его отказались выдать, сославшись на то, что у них сбой в системе и они не видят оплаты. У меня на руках было подтверждение оплаты, но это их совершенно не интересовало - заказ так и не выдали. Клиентская поддержка написала: заказ получите только тогда, когда будет устранен сбой. Больше иметь с ними дела не буду никогда, вам тоже не советую. 8",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Владимир Колчанов,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Работают крайне непрофессионально, кривой сайт с личным кабинетом и такое же приложение. Что такое клиентоориентированность не знают и знать не желают. Никакая клиентская поддержка. Приведу лишь 4 момента: 1. При заказе через приложение и оплате онлайн невозможно использовать бонусы, полученные по акциям, связанным с кэшбеком, и статусом клиента (серебряный, золотой и т.д.). 2. Эти же бонусы невозможно получить при оплате в аптеке. Можно только сбер спасибо. 3. При оплате онлайн через личный кабинет найти кнопку, которую надо использовать для получения вышеупомянутых бонусов, это настоящий квест. 4. Оплатил заказ онлайн, но в аптеке мне его отказались выдать, сославшись на то, что у них сбой в системе и они не видят оплаты. У меня на руках было подтверждение оплаты, но это их совершенно не интересовало - заказ так и не выдали. Клиентская поддержка написала: заказ получите только тогда, когда будет устранен сбой. Больше иметь с ними дела не буду никогда, вам тоже не советую.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Levi,17 мая 2025,1,"Какой смысл в онлайн заказе, если ты ждешь пока его соберут при тебе ? Создают этим очередь в аптеке !",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Анжелика,21 марта 2024,1,"Немного приболела, за лекарством выйти нет сил. Сегодня сделала заказ в 8.00 приняли заказ, отписались что доставка будет с 9.00 до 13.00 . Стоимость доставки 99₽ меня все устроило. Жду пол дня -никого!!! В 14.00 мне позвонили, что доставку переносят на завтра или на вечер сегодня но по цене 290₽. Это что за безобразие!!??? Почему завтра? Ужасно работаете! Надо было делать доставку через Яндекс, было бы быстрее!!!! 5",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Немного приболела, за лекарством выйти нет сил. Сегодня сделала заказ в 8.00 приняли заказ, отписались что доставка будет с 9.00 до 13.00 . Стоимость доставки 99₽ меня все устроило. Жду пол дня -никого!!! В 14.00 мне позвонили, что доставку переносят на завтра или на вечер сегодня но по цене 290₽. Это что за безобразие!!??? Почему завтра? Ужасно работаете! Надо было делать доставку через Яндекс, было бы быстрее!!!!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Вербена Л.,13 декабря 2023,1,"Как правило лекарства не заказываются заранее. Они нужны уже сегодня, чтобы начать лечение как можно быстрее. С какой стати мой заказ, сделанный рано утром и уже оплаченный, был перенесен на следующий день? Сообщили об этом под конец дня. Т.е. целый день пришлось ждать курьера, а потом выяснилось, что заказ перенесен на следующий день. Ужасная служба. Максимально отрицательный отзыв! 7 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Вербена Л.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Как правило лекарства не заказываются заранее. Они нужны уже сегодня, чтобы начать лечение как можно быстрее. С какой стати мой заказ, сделанный рано утром и уже оплаченный, был перенесен на следующий день? Сообщили об этом под конец дня. Т.е. целый день пришлось ждать курьера, а потом выяснилось, что заказ перенесен на следующий день. Ужасная служба. Максимально отрицательный отзыв!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Инкогнито 1461,7 апреля 2024,1,"И Инкогнито 1461 7 апреля 2024 Заказывала лекарство для животных, до Нового года. Доставка была в день заказа. Не привезли. Мол перенесли на завтра. То же не привезли . день третий приехали, нас не было дома. Самому за заказом уже не поехать. В итоге привезли на 4 или 5 день. Видимо курьер у них ездит раз или 2раза в неделю. Клялись что это случайность, обычно они доставляют всё вовремя. И вот опять. Заказ сделан, доставка сегодня до 20.00 Время 19.55... Я весь день просидела и прождала курьера. Смс ещё не прислали... Делайте выводы, если вам нужна быстрая и срочная доставка , это не та аптека. Тут можно заказать только то, что не срочно. 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Инкогнито 1461,,,И Инкогнито 1461,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Инкогнито 1461,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказывала лекарство для животных, до Нового года. Доставка была в день заказа. Не привезли. Мол перенесли на завтра. То же не привезли . день третий приехали, нас не было дома. Самому за заказом уже не поехать. В итоге привезли на 4 или 5 день. Видимо курьер у них ездит раз или 2раза в неделю. Клялись что это случайность, обычно они доставляют всё вовремя. И вот опять. Заказ сделан, доставка сегодня до 20.00 Время 19.55... Я весь день просидела и прождала курьера. Смс ещё не прислали... Делайте выводы, если вам нужна быстрая и срочная доставка , это не та аптека. Тут можно заказать только то, что не срочно.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,татьяна л.,20 августа 2024,1,"Просто отвратительная контора от Сбера!! Кто занимается этим проектом профнепригодны. Мало того, что сайт постоянно глючит и выдает ошибки, сделала заказ, его отменили, никакого сообщения не пришло, деньги не вернули, вы там совсем уже??? 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,татьяна л.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Просто отвратительная контора от Сбера!! Кто занимается этим проектом профнепригодны. Мало того, что сайт постоянно глючит и выдает ошибки, сделала заказ, его отменили, никакого сообщения не пришло, деньги не вернули, вы там совсем уже???",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Светлана Белова,15 апреля 2025,1,"Отвратительная работа курьера!!!! Курьер позвонил не на телефон, а на вотсап!!! Я в принципе не беру незнакомые звонки в мессенджерах. Доставками пользуюсь очень часто. И никогда курьеры не звонят на вотсап!!! Я воспринимаю это как нарушение границ! В этот момент я была дома и ждала доставку, но взять звонок не могла, так как была на он-лайн совещании. Курьер в следующую минуту после звонка на вотсап в чат написал. ""Здравствуйте. Это курьера аптека. Ок. Отмена"" Это что за сервис такой???? Потом позвонил в телегам и там завязалась переписка. Входе которой выяснилось, что ещё и подъезд перепутал!!! Когда он это понял, то просто тупо удалил нашу переписку в телеграм. Такого хамства со стороны курьеров я не встречала!!!! А заказ не такой уж и маленький - на 3,5 тысячи рублей! Никому не советую данный сервис по покупке медикаментов!!!!! 1 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Светлана Белова,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительная работа курьера!!!! Курьер позвонил не на телефон, а на вотсап!!! Я в принципе не беру незнакомые звонки в мессенджерах. Доставками пользуюсь очень часто. И никогда курьеры не звонят на вотсап!!! Я воспринимаю это как нарушение границ! В этот момент я была дома и ждала доставку, но взять звонок не могла, так как была на он-лайн совещании. Курьер в следующую минуту после звонка на вотсап в чат написал. ""Здравствуйте. Это курьера аптека. Ок. Отмена"" Это что за сервис такой???? Потом позвонил в телегам и там завязалась переписка. Входе которой выяснилось, что ещё и подъезд перепутал!!! Когда он это понял, то просто тупо удалил нашу переписку в телеграм. Такого хамства со стороны курьеров я не встречала!!!! А заказ не такой уж и маленький - на 3,5 тысячи рублей! Никому не советую данный сервис по покупке медикаментов!!!!!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Наталья Самарина,7 октября 2023,5,"В центре города в шаговой доступности от Московского вокзала есть знаменитая Еаптека. В аптеке есть все, что бы не спросили. Такое чувство, что о тебе заботятся. Спасибо, ребята! 1 5",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Наталья Самарина,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"В центре города в шаговой доступности от Московского вокзала есть знаменитая Еаптека. В аптеке есть все, что бы не спросили. Такое чувство, что о тебе заботятся. Спасибо, ребята!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Елена Павлова,8 декабря 2023,1,"Сделала заказ в 11 часов утра, заказала быструю платную доставку с 14 до 15, деньги за доставку в заказ включили. В 16 часов пришло сообщение, что доставку переносят на интервал с 17 до 21. А деньги за доставку не обнулили. Лекарства нужны были именно срочно!!! Оператор по телефону вообще ничего не может ни исправить , ни ответить толком. Заказ не отменяю. Интересно когда привезут и что будет с оплатой за доставку. Номер заказа 53923948. Заказ привезли в 19 часов. Деньги за доставку с 14 до 15 вернули. Есть надежда, может, исправятся. 6 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Елена Павлова,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Сделала заказ в 11 часов утра, заказала быструю платную доставку с 14 до 15, деньги за доставку в заказ включили. В 16 часов пришло сообщение, что доставку переносят на интервал с 17 до 21. А деньги за доставку не обнулили. Лекарства нужны были именно срочно!!! Оператор по телефону вообще ничего не может ни исправить , ни ответить толком. Заказ не отменяю. Интересно когда привезут и что будет с оплатой за доставку. Номер заказа 53923948. Заказ привезли в 19 часов. Деньги за доставку с 14 до 15 вернули. Есть надежда, может, исправятся.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Роман Лазарев,12 декабря 2023,1,"Р Роман Лазарев 12 декабря 2023 ""Отличная"" аптека! Сделал у вас заказ сегодня, по совету друга, но больше никогда не буду. Доставка опаздывает уже на 8! часов. Как с вами связаться? Никак! Телефон на сайте ведет на автоответчик, чат-помощник не работает, здесь на сообщения вы не отвечаете, молодцы! Хочу напомнить еаптеке, что у вас не шоколадки на дом заказывают и к заказам надо по внимательнее относиться, а в случае задержки хотя бы звонить и предупреждать людей, чтобы они не ждали лекарства по 8+ часов! 12 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Роман Лазарев,,,Р Роман Лазарев,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Роман Лазарев,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"""Отличная"" аптека! Сделал у вас заказ сегодня, по совету друга, но больше никогда не буду. Доставка опаздывает уже на 8! часов. Как с вами связаться? Никак! Телефон на сайте ведет на автоответчик, чат-помощник не работает, здесь на сообщения вы не отвечаете, молодцы! Хочу напомнить еаптеке, что у вас не шоколадки на дом заказывают и к заказам надо по внимательнее относиться, а в случае задержки хотя бы звонить и предупреждать людей, чтобы они не ждали лекарства по 8+ часов!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Артем,6 декабря 2023,1,"Заказали лекарства еще 5 декабря ( утром) вечером пишут ( за час до доставки) извините мы не сможем привезти переносим на завтра, окей, неприятно, но сойдет. Уже 6го числа пишут здравствуйте переносим на завтра уже на 7 число. А теперь внимание вопрос: человек лежит с температурой 39 физически не может куда-то пойти он 2 дня должен лежать? Это не еда не шмотки, которые можно перенести, а здоровье! И на все одна отмаза: у нас курьеров не хватает. 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказали лекарства еще 5 декабря ( утром) вечером пишут ( за час до доставки) извините мы не сможем привезти переносим на завтра, окей, неприятно, но сойдет. Уже 6го числа пишут здравствуйте переносим на завтра уже на 7 число. А теперь внимание вопрос: человек лежит с температурой 39 физически не может куда-то пойти он 2 дня должен лежать? Это не еда не шмотки, которые можно перенести, а здоровье! И на все одна отмаза: у нас курьеров не хватает.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Дмитрий Петрович,31 августа 2023,1,"Д Дмитрий Петрович 31 августа 2023 Отвратительное отношение к покупателям. Вначале перенесли доставку заказа на несколько дней, не предупредив меня о том, что в назначенный день доставки не будет, потом привезли лекарства, произведенные в 2018 году и срок годности которых заканчивается через несколько месяцев. Лекарства дорогие, так что о сроках годности надо предупреждать или снижать цену. 8",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Дмитрий Петрович,,,Д Дмитрий Петрович,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Дмитрий Петрович,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительное отношение к покупателям. Вначале перенесли доставку заказа на несколько дней, не предупредив меня о том, что в назначенный день доставки не будет, потом привезли лекарства, произведенные в 2018 году и срок годности которых заканчивается через несколько месяцев. Лекарства дорогие, так что о сроках годности надо предупреждать или снижать цену.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Елизавета Новицкая,5 января 2024,1,"Сделала доставку через сайт, заявлено по СПб от 500 рублей бесплатная доставка , заказала на 1800 , начислили доставку 129 рублей, позвонила в техподдержку, милая барышня говорит, нет, в Питере от 2000 рублей бесплатно, я говорю как так? Вот скрин кабинета, я же на него ориентируюсь. Она мне ответила, что наверное технический сбой!!! Серьёзно? Это не сбой, это обман ребята. Скрины прилагаю. Приложение удаляю, уход к конкурентам. 5",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Елизавета Новицкая,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Сделала доставку через сайт, заявлено по СПб от 500 рублей бесплатная доставка , заказала на 1800 , начислили доставку 129 рублей, позвонила в техподдержку, милая барышня говорит, нет, в Питере от 2000 рублей бесплатно, я говорю как так? Вот скрин кабинета, я же на него ориентируюсь. Она мне ответила, что наверное технический сбой!!! Серьёзно? Это не сбой, это обман ребята. Скрины прилагаю. Приложение удаляю, уход к конкурентам.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Rufina Shegoleva,18 апреля 2023,1,"Никогда не заказывайте на этом сайте НИЧЕГО!!! Заказываешь по одной цене, а приходит по другой, значительно выше. При том на сайте они цену не меняют. Заказываешь товар один, а приходит другой по меньшей цене. А цена остаётся прежней. Вообщем, с моего заказа они лишнюю 1000 руб.взяли. 3",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Rufina Shegoleva,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Никогда не заказывайте на этом сайте НИЧЕГО!!! Заказываешь по одной цене, а приходит по другой, значительно выше. При том на сайте они цену не меняют. Заказываешь товар один, а приходит другой по меньшей цене. А цена остаётся прежней. Вообщем, с моего заказа они лишнюю 1000 руб.взяли.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Евгения К.,13 марта 2023,5,"Заболела короновирусом, заказала 3 пачки арбидола, все отлично! Пошла на поправку! Спасибо ЕАптеке. Сама бы не смогла доползти до аптеки. Аккуратно упаковано, курьер за 20 минут до приезда отзвонился, просто супер. Я счастлива! Очень довольна вашей работой! 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Евгения К.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заболела короновирусом, заказала 3 пачки арбидола, все отлично! Пошла на поправку! Спасибо ЕАптеке. Сама бы не смогла доползти до аптеки. Аккуратно упаковано, курьер за 20 минут до приезда отзвонился, просто супер. Я счастлива! Очень довольна вашей работой!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Эля,13 сентября 2024,1,"Ужасно!!!! Люди должны знать, что в этой организации все не чисто!!!! Заказала через сайт с доставкой курьером 2 Фемибион и 1 магний В6 форте! Заказ оплачен почти 3000!!!!! Открываю пакет, а там 1 Тантум Верде который я не заказывала!!!!!! Курьер вернулся и говорит, звоните на горячую линию, на линии говорят, что мы приняли Вашу жалобу и будем разбираться! В пакете накладная, в накладной все правильно написано, а вот товар сам не тот!!!!! Неужели сотрудник не сверяет товар с накладной??????? Неужели не задуматься, что позиций много, а коробочка одна, да и не та совсем!!??!! Ну и делаем вывод, нечистые на руку работают сотрудники, деньги не возвращают, товар не меняют, почему то ждать надо, чего интересно??????? Это лекарства! Не прокладки извините, и не ватные палочки!!! Почему уважаемая организация позволяет такое отношение к своим клиентам?????????? А еще чат со мной весь удалили!!! ***!!!!! Совести нет!!!!!!! Пусть все знают! P.s. Верните деньги!!!!!!!!! 5",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Ужасно!!!! Люди должны знать, что в этой организации все не чисто!!!! Заказала через сайт с доставкой курьером 2 Фемибион и 1 магний В6 форте! Заказ оплачен почти 3000!!!!! Открываю пакет, а там 1 Тантум Верде который я не заказывала!!!!!! Курьер вернулся и говорит, звоните на горячую линию, на линии говорят, что мы приняли Вашу жалобу и будем разбираться! В пакете накладная, в накладной все правильно написано, а вот товар сам не тот!!!!! Неужели сотрудник не сверяет товар с накладной??????? Неужели не задуматься, что позиций много, а коробочка одна, да и не та совсем!!??!! Ну и делаем вывод, нечистые на руку работают сотрудники, деньги не возвращают, товар не меняют, почему то ждать надо, чего интересно??????? Это лекарства! Не прокладки извините, и не ватные палочки!!! Почему уважаемая организация позволяет такое отношение к своим клиентам?????????? А еще чат со мной весь удалили!!! ***!!!!! Совести нет!!!!!!! Пусть все знают! P.s. Верните деньги!!!!!!!!!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
